Index,Project,Link,GH_Owner,GH_Name,req_files,setup_files
425224,xml-json-yaml-convert,https://github.com/btr1975/xml_json_yaml_convert,btr1975,xml_json_yaml_convert,"[ContentFile(path=""requirements-dev.txt""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425226,xmlmanip,https://github.com/jjorissen52/xmlmanip,jjorissen52,xmlmanip,[],"[ContentFile(path=""setup.py"")]"
425229,xml-miner,https://github.com/tilaboy/xml-miner,tilaboy,xml-miner,"[ContentFile(path=""requirements_dev.txt"")]","[ContentFile(path=""setup.py"")]"
425232,xml-models2,https://github.com/alephnullplex/xml_models2,alephnullplex,xml_models2,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425233,xml-models-redux,https://github.com/macropin/xml-models-redux,macropin,xml-models-redux,[],"[ContentFile(path=""setup.py"")]"
425237,xml-objects,https://github.com/rpalo/xml-objects,rpalo,xml-objects,[],"[ContentFile(path=""setup.py"")]"
425238,xml-orm,https://github.com/andviro/xml_orm,andviro,xml_orm,[],"[ContentFile(path=""setup.py"")]"
425239,xml-overrider,https://github.com/victorpantoja/xml_overrider,victorpantoja,xml_overrider,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425240,xml-parser,https://github.com/JohnlNguyen/xml-parser,JohnlNguyen,xml-parser,"[ContentFile(path=""requirements.in""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425242,xmlplain,https://github.com/guillon/xmlplain,guillon,xmlplain,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425243,xmlplot,https://github.com/BoldingBruggeman/xmlplot,BoldingBruggeman,xmlplot,[],"[ContentFile(path=""setup.py"")]"
425245,xml-preferences,https://github.com/barry-scott/xml-preferences,barry-scott,xml-preferences,[],"[ContentFile(path=""setup.py"")]"
425246,xmlprops,https://github.com/Acrisel/xmlprops,Acrisel,xmlprops,[],[]
425247,xmlproxy,https://github.com/Cologler/xmlproxy-python,Cologler,xmlproxy-python,[],"[ContentFile(path=""setup.py"")]"
425248,x-mlps,https://github.com/PyriteAI/x-mlps,PyriteAI,x-mlps,[],[]
425249,xmlpumpkin,https://github.com/drowse314-dev-ymat/xmlpumpkin,drowse314-dev-ymat,xmlpumpkin,"[ContentFile(path=""requirements.dev.txt""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425250,xmlpylighter,https://github.com/ThomasChiroux/xmlpylighter,ThomasChiroux,xmlpylighter,[],"[ContentFile(path=""setup.py"")]"
425255,xmlrpc2,https://github.com/dstufft/xmlrpc2,dstufft,xmlrpc2,[],"[ContentFile(path=""setup.py"")]"
425257,xmlrpccomp,https://github.com/bjtj/xmlrpccomp,bjtj,xmlrpccomp,[],"[ContentFile(path=""setup.py"")]"
425260,xmlrpclibex,https://github.com/benhengx/xmlrpclibex,benhengx,xmlrpclibex,[],"[ContentFile(path=""setup.py"")]"
425261,xmlrpclib-to,https://github.com/gisce/xmlrpclib-to,gisce,xmlrpclib-to,[],"[ContentFile(path=""setup.py"")]"
425262,xmlrpcssl,https://github.com/jonDel/xmlrpcssl,jonDel,xmlrpcssl,"[ContentFile(path=""docs_requirements.txt""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425264,xmlrunner,https://github.com/pycontribs/xmlrunner,pycontribs,xmlrunner,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425265,xmlschema,https://github.com/sissaschool/xmlschema,sissaschool,xmlschema,"[ContentFile(path=""requirements-dev.txt"")]","[ContentFile(path=""setup.py"")]"
425266,xmlscomparator,https://github.com/andrii-z4i/xml-comparator,andrii-z4i,xml-comparator,[],"[ContentFile(path=""setup.py"")]"
425267,xmlsec,https://github.com/mehcode/python-xmlsec,mehcode,python-xmlsec,"[ContentFile(path=""requirements-test.txt""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425268,xmlsec-aop,https://github.com/aop/python-xmlsec,aop,python-xmlsec,[],"[ContentFile(path=""setup.py"")]"
425271,xmlsig,https://github.com/etobella/python-xmlsig,etobella,python-xmlsig,[],"[ContentFile(path=""setup.py"")]"
425272,xml-sitemap-writer,https://github.com/pigs-will-fly/py-xml-sitemap-writer,pigs-will-fly,py-xml-sitemap-writer,[],"[ContentFile(path=""setup.py"")]"
425275,xmlstarlet,https://github.com/dimitern/xmlstarlet,dimitern,xmlstarlet,"[ContentFile(path=""requirements.txt""), ContentFile(path=""requirements_dev.txt"")]","[ContentFile(path=""setup.py"")]"
425276,xmlstats-py,https://github.com/dwelch2101/Xmlstats-py,dwelch2101,Xmlstats-py,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425277,xmlstore,https://github.com/BoldingBruggeman/xmlstore,BoldingBruggeman,xmlstore,[],"[ContentFile(path=""setup.py"")]"
425278,xml-stream,https://github.com/sopherapps/xml_stream,sopherapps,xml_stream,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425280,xmltag,https://github.com/zenwalker/python-tag,zenwalker,python-tag,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425283,xml-thunder,https://github.com/HUNTERG5100/xml_thunder,HUNTERG5100,xml_thunder,[],[]
425284,xmltocd,https://github.com/JIYANG-PLUS/xml-to-chain-dict,JIYANG-PLUS,xml-to-chain-dict,"[ContentFile(path=""requirements.txt"")]",[]
425286,xml-to-df,https://github.com/PraveenKumar-21/xml_to_df,PraveenKumar-21,xml_to_df,[],"[ContentFile(path=""setup.py"")]"
425287,xmltodict,https://github.com/martinblech/xmltodict,martinblech,xmltodict,[],"[ContentFile(path=""ez_setup.py""), ContentFile(path=""setup.py"")]"
425288,xml-to-dict,https://github.com/xthehatterx/xml_to_dict,xthehatterx,xml_to_dict,[],"[ContentFile(path=""setup.py"")]"
425289,xmltodict3,https://github.com/dart-neitro/xmltodict3,dart-neitro,xmltodict3,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425291,xmltojson,https://github.com/shanahanjrs/xmltojson,shanahanjrs,xmltojson,[],[]
425295,xmltotabular,https://github.com/simonwiles/xmltotabular,simonwiles,xmltotabular,[],"[ContentFile(path=""setup.py"")]"
425297,xmltramp2,https://github.com/tBaxter/xmltramp2,tBaxter,xmltramp2,[],"[ContentFile(path=""setup.py"")]"
425298,xmltranslate,https://github.com/ramansah/xmllib,ramansah,xmllib,[],"[ContentFile(path=""setup.py"")]"
425299,xmltree2xml,https://github.com/remigermain/xmltree2xml,remigermain,xmltree2xml,[],"[ContentFile(path=""setup.py"")]"
425302,xmlunittest,https://github.com/Exirel/python-xmlunittest,Exirel,python-xmlunittest,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425304,xmlutil,https://github.com/glexey/xmlutil,glexey,xmlutil,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425305,xmlutils,https://github.com/knadh/xmlutils.py,knadh,xmlutils.py,[],"[ContentFile(path=""setup.py"")]"
425306,xml-utils,https://github.com/usnistgov/xml_utils,usnistgov,xml_utils,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425308,xml-validators,https://github.com/Wonseok-An/xml_validators,Wonseok-An,xml_validators,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425309,xmlvirshparser,https://github.com/ervikrant06/virsh_xml_parser,ervikrant06,virsh_xml_parser,[],"[ContentFile(path=""setup.py"")]"
425312,xmlwitch,https://github.com/galvez/xmlwitch,galvez,xmlwitch,[],"[ContentFile(path=""setup.py"")]"
425313,xmlx,https://github.com/Kenny2github/xmlx,Kenny2github,xmlx,[],"[ContentFile(path=""setup.py"")]"
425314,xmlxdiff,https://github.com/mmoosstt/XmlXdiff,mmoosstt,XmlXdiff,[],"[ContentFile(path=""execute_setup.py""), ContentFile(path=""setup.py"")]"
425315,xml-xls-loader,https://github.com/Richard-Mathie/xml_xls_loader,Richard-Mathie,xml_xls_loader,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
425316,xmm,https://github.com/z/xonotic-map-repository,z,xonotic-map-repository,[],[]
