Index,Project,Link,GH_Owner,GH_Name,req_files,setup_files
275480,please,https://github.com/mgrady3/pLEASE,mgrady3,pLEASE,[],[]
275482,please-clap,https://github.com/raymondberg/please_clap,raymondberg,please_clap,[],"[ContentFile(path=""setup.py"")]"
275483,please-cli,https://github.com/NayamAmarshe/please,NayamAmarshe,please,[],[]
275484,please-debug-my-code,https://github.com/otter18/please_debug_my_code,otter18,please_debug_my_code,[],"[ContentFile(path=""setup.py"")]"
275486,please-readme,https://github.com/mrmaxguns/please-readme,mrmaxguns,please-readme,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275489,pleaseshare,https://github.com/mathieui/pleaseshare,mathieui,pleaseshare,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275490,please-timeme,https://github.com/rohin-dasari/TimeMe,rohin-dasari,TimeMe,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275492,plecos,https://github.com/oceanprotocol/plecos,oceanprotocol,plecos,"[ContentFile(path=""dev_requirements.txt""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275493,plecost,https://github.com/iniqua/plecost,iniqua,plecost,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275495,pledge,https://github.com/jhorman/pledge,jhorman,pledge,[],"[ContentFile(path=""setup.py"")]"
275497,pleiades,https://github.com/glucksfall/pleiades,glucksfall,pleiades,[],"[ContentFile(path=""setup.py"")]"
275499,pleione,https://github.com/glucksfall/pleione,glucksfall,pleione,[],"[ContentFile(path=""setup.py"")]"
275501,pleiotropy,https://github.com/jlikhuva/pleiotropy,jlikhuva,pleiotropy,[],[]
275505,plenario-client,https://github.com/UrbanCCD-UChicago/plenario-client-py,UrbanCCD-UChicago,plenario-client-py,[],"[ContentFile(path=""setup.py"")]"
275512,plenary,https://github.com/swinburne-sensing/plenary,swinburne-sensing,plenary,[],[]
275513,plend,https://github.com/bherbruck/plend,bherbruck,plend,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275514,plenopticam,https://github.com/hahnec/plenopticam,hahnec,plenopticam,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275515,plenoptisign,https://github.com/hahnec/plenoptisign,hahnec,plenoptisign,[],"[ContentFile(path=""setup.py"")]"
275518,plenty-api,https://github.com/initBasti/python_plentymarkets_api,initBasti,python_plentymarkets_api,[],[]
275519,plentyofbugs,https://github.com/nickp60/plentyofbugs,nickp60,plentyofbugs,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275522,plenum-zmq-check,https://github.com/hyperledger/indy-plenum,hyperledger,indy-plenum,[],"[ContentFile(path=""setup.py"")]"
275524,pleque,https://github.com/kripnerl/pleque,kripnerl,pleque,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275525,pleroma-bot,https://github.com/robertoszek/pleroma-bot,robertoszek,pleroma-bot,"[ContentFile(path=""requirements-dev.txt""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275526,pleroma-py,https://github.com/ioistired/pleroma.py,ioistired,pleroma.py,[],"[ContentFile(path=""setup.py"")]"
275527,plerr,https://github.com/vald-phoenix/pylint-errors,vald-phoenix,pylint-errors,[],"[ContentFile(path=""setup.py"")]"
275528,plesicdb,https://github.com/hakiKhuva/plesicdb,hakiKhuva,plesicdb,[],"[ContentFile(path=""setup.py"")]"
275531,plette,https://github.com/sarugaku/plette,sarugaku,plette,[],"[ContentFile(path=""setup.py"")]"
275534,plex-activity-py,https://github.com/fuzeman/plex.activity.py,fuzeman,plex.activity.py,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275535,plexapi,https://github.com/pkkid/python-plexapi,pkkid,python-plexapi,"[ContentFile(path=""requirements.txt""), ContentFile(path=""requirements_dev.txt"")]","[ContentFile(path=""setup.py"")]"
275536,plexauth,https://github.com/jjlawren/python-plexauth,jjlawren,python-plexauth,[],"[ContentFile(path=""setup.py"")]"
275537,plexcli,https://github.com/mayfield/plexcli,mayfield,plexcli,[],"[ContentFile(path=""setup.py"")]"
275538,plex-cli,https://github.com/hellowlol/plex-cli,hellowlol,plex-cli,"[ContentFile(path=""requirements_dev.txt"")]","[ContentFile(path=""setup.py""), ContentFile(path=""travis_pypi_setup.py"")]"
275540,plex-default-settings,https://github.com/antonlabs/plex_default_settings,antonlabs,plex_default_settings,"[ContentFile(path=""requirements-test.in""), ContentFile(path=""requirements-test.txt"")]","[ContentFile(path=""setup.py"")]"
275541,plexdevices,https://github.com/coryo/plexdevices,coryo,plexdevices,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275543,plex-download,https://github.com/jackwilsdon/plex_download,jackwilsdon,plex_download,[],"[ContentFile(path=""setup.py"")]"
275544,plexer,https://github.com/shawwn/plexer,shawwn,plexer,[],"[ContentFile(path=""setup.py"")]"
275545,plexflo,https://github.com/plexflo/plexflo,plexflo,plexflo,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275546,plexiglas,https://github.com/andrey-yantsen/plexiglass,andrey-yantsen,plexiglass,"[ContentFile(path=""requirements.txt""), ContentFile(path=""requirements_dev.txt"")]","[ContentFile(path=""setup.py"")]"
275547,plexiglass,https://github.com/enochkan/plexiglass,enochkan,plexiglass,[],"[ContentFile(path=""setup.py"")]"
275548,plexmatch,https://github.com/Cologler/plexmatch-python,Cologler,plexmatch-python,[],[]
275549,plexmediafixup,https://github.com/andy-maier/plexmediafixup,andy-maier,plexmediafixup,"[ContentFile(path=""dev-requirements.txt""), ContentFile(path=""requirements.txt""), ContentFile(path=""rtd-requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275550,plex-metadata-py,https://github.com/fuzeman/plex.metadata.py,fuzeman,plex.metadata.py,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275551,plex-missing-episodes,https://github.com/spillevink/plex_missing_episodes,spillevink,plex_missing_episodes,[],"[ContentFile(path=""setup.py"")]"
275552,plex-mpv-shim,https://github.com/iwalton3/plex-mpv-shim,iwalton3,plex-mpv-shim,[],"[ContentFile(path=""setup.py"")]"
275555,plex-pre-transcode,https://github.com/martinoj2009/plex-pre-transcode,martinoj2009,plex-pre-transcode,[],"[ContentFile(path=""setup.py"")]"
275556,plex-py,https://github.com/fuzeman/plex.py,fuzeman,plex.py,"[ContentFile(path=""requirements.txt""), ContentFile(path=""requirements_test.txt""), ContentFile(path=""requirements_travis.txt"")]","[ContentFile(path=""setup.py"")]"
275557,plex-scrobble,https://github.com/jesseward/plex-lastfm-scrobbler,jesseward,plex-lastfm-scrobbler,"[ContentFile(path=""dev_requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275559,plexsim,https://github.com/cvanelteren/PlexSim,cvanelteren,PlexSim,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275560,plex-sub-downloader,https://github.com/replicatingTrouts/plex-sub-downloader,replicatingTrouts,plex-sub-downloader,"[ContentFile(path=""requirements.txt"")]",[]
275562,pl-extension,https://github.com/duinodu/pl-extension,duinodu,pl-extension,"[ContentFile(path=""requirements.txt""), ContentFile(path=""requirements"")]","[ContentFile(path=""setup.py"")]"
275563,plextraktsync,https://github.com/Taxel/PlexTraktSync,Taxel,PlexTraktSync,"[ContentFile(path=""requirements.pipenv.txt""), ContentFile(path=""requirements.txt"")]",[]
275564,plex-tv-show-file-formatter,https://github.com/matthewkayne/Plex-TV-Show-File-Formatter,matthewkayne,Plex-TV-Show-File-Formatter,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
275565,plex-tvst-sync,https://github.com/sprt/plex-tvst-sync,sprt,plex-tvst-sync,[],"[ContentFile(path=""setup.py"")]"
275568,plexus,https://github.com/mertyildiran/Plexus,mertyildiran,Plexus,[],"[ContentFile(path=""setup.py"")]"
275569,plex-version,https://github.com/jackwilsdon/plex_version,jackwilsdon,plex_version,[],"[ContentFile(path=""setup.py"")]"
275570,plex-watched-sync,https://github.com/speijnik/plex-watched-sync,speijnik,plex-watched-sync,[],[]
275571,plexwebsocket,https://github.com/jjlawren/python-plexwebsocket,jjlawren,python-plexwebsocket,[],"[ContentFile(path=""setup.py"")]"
