Index,Project,Link,GH_Owner,GH_Name,req_files,setup_files
204091,mass,https://github.com/coded-by-hand/mass,coded-by-hand,mass,[],"[ContentFile(path=""setup.py"")]"
204092,mass2chem,https://github.com/shuzhao-li/mass2chem,shuzhao-li,mass2chem,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
204093,mass2mole,https://github.com/cycleuser/MassToMole,cycleuser,MassToMole,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
204094,massa-algorithm,https://github.com/gcverissimo/MASSA_Algorithm,gcverissimo,MASSA_Algorithm,[],"[ContentFile(path=""setup.py"")]"
204100,mass-dawg,https://github.com/zmcgrath96/mass_DAWG,zmcgrath96,mass_DAWG,[],[]
204101,massdhclient,https://github.com/steffenschumacher/massdhclient,steffenschumacher,massdhclient,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
204102,mass-driver,https://github.com/OverkillGuy/mass-driver,OverkillGuy,mass-driver,[],[]
204103,massedit,https://github.com/elmotec/massedit,elmotec,massedit,[],"[ContentFile(path=""setup.py"")]"
204106,mass-email,https://github.com/akash1202/send_mass_email,akash1202,send_mass_email,[],"[ContentFile(path=""setup.py"")]"
204109,massgenotyping,https://github.com/kohyamat/massgenotyping,kohyamat,massgenotyping,[],"[ContentFile(path=""setup.py"")]"
204112,massif-to-csv,https://github.com/mpoquet/massif_to_csv,mpoquet,massif_to_csv,[],"[ContentFile(path=""setup.py"")]"
204113,massive-py,https://github.com/TheRandomLabs/massive.py,TheRandomLabs,massive.py,[],"[ContentFile(path=""setup.py"")]"
204114,massiveqc,https://github.com/shimw6828/MassiveQC,shimw6828,MassiveQC,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
204116,massiviu,https://github.com/weholt/massiviu,weholt,massiviu,[],"[ContentFile(path=""setup.py"")]"
204118,massmail,https://github.com/tz4678/massmail,tz4678,massmail,[],[]
204119,mass-mailing-light22,https://github.com/18513233125/mass_mailing,18513233125,mass_mailing,[],"[ContentFile(path=""setup.py"")]"
204123,mass-ping,https://github.com/YUChoe/mass_ping,YUChoe,mass_ping,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
204124,mass-production,https://github.com/RobinRamael/mass-production,RobinRamael,mass-production,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
204125,masspy,https://github.com/SBRG/MASSpy,SBRG,MASSpy,[],"[ContentFile(path=""setup.py"")]"
204126,massql,https://github.com/mwang87/MassQueryLanguage,mwang87,MassQueryLanguage,"[ContentFile(path=""requirements.txt""), ContentFile(path=""requirements_deploy.txt""), ContentFile(path=""requirements_test.txt"")]","[ContentFile(path=""setup.py"")]"
204127,mass-rename,https://github.com/carlesso/mass_rename,carlesso,mass_rename,[],"[ContentFile(path=""setup.py"")]"
204129,mass-replace,https://github.com/Kilo59/mass_replace,Kilo59,mass_replace,[],"[ContentFile(path=""setup.py"")]"
204130,massresize,https://github.com/sikaondrej/massresize,sikaondrej,massresize,[],"[ContentFile(path=""setup.py"")]"
204132,mass-spec-utils,https://github.com/sdrogers/mass-spec-utils,sdrogers,mass-spec-utils,[],"[ContentFile(path=""setup.py"")]"
204133,massspring,https://github.com/pooya-shams/massspring,pooya-shams,massspring,[],"[ContentFile(path=""setup.py"")]"
204134,mass-suite,https://github.com/XiminHu/mass-suite,XiminHu,mass-suite,[],"[ContentFile(path=""setup.py"")]"
204135,masstable,https://github.com/elyase/masstable,elyase,masstable,[],[]
204136,masstodon,https://github.com/MatteoLacki/masstodon,MatteoLacki,masstodon,[],"[ContentFile(path=""setup.py"")]"
204137,masstransitpython-byq96,https://github.com/byQ96/MassTransitPython,byQ96,MassTransitPython,[],"[ContentFile(path=""setup.py"")]"
204143,mastcasjobs,https://github.com/rlwastro/mastcasjobs,rlwastro,mastcasjobs,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
204145,master-blaster,https://github.com/Twitchkidd/master-blaster,Twitchkidd,master-blaster,[],"[ContentFile(path=""setup.py"")]"
204147,mastercard-api-core-py3,https://github.com/candeias/sdk-core-python,candeias,sdk-core-python,[],"[ContentFile(path=""setup.py"")]"
204154,mastercard-client-encryption,https://github.com/Mastercard/client-encryption-python,Mastercard,client-encryption-python,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
204173,mastercard-merchant-identifier-py3,https://github.com/candeias/mastercard_merchant_identifier,candeias,mastercard_merchant_identifier,[],"[ContentFile(path=""setup.py"")]"
204176,mastercard-moneysend-py3,https://github.com/candeias/mastercard_moneysend_py3,candeias,mastercard_moneysend_py3,[],"[ContentFile(path=""setup.py"")]"
204178,mastercard-oauth1-signer,https://github.com/Mastercard/oauth1-signer-python,Mastercard,oauth1-signer-python,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
204200,mastercurves,https://github.com/krlennon/mastercurves,krlennon,mastercurves,[],"[ContentFile(path=""setup.py"")]"
