Index,Project,Link,GH_Owner,GH_Name,req_files,setup_files
259320,openvino,https://github.com/openvinotoolkit/openvino,openvinotoolkit,openvino,[],[]
259321,openvino2tensorflow,https://github.com/PINTO0309/openvino2tensorflow,PINTO0309,openvino2tensorflow,[],"[ContentFile(path=""setup.py"")]"
259322,openvino-arm,https://github.com/cansik/openvino-arm,cansik,openvino-arm,[],[]
259324,openvino-dev,https://github.com/openvinotoolkit/openvino,openvinotoolkit,openvino,[],[]
259325,openvino-extensions,https://github.com/dkurt/openvino_pytorch_layers,dkurt,openvino_pytorch_layers,[],"[ContentFile(path=""setup.py"")]"
259327,openvino-optimum,https://github.com/openvinotoolkit/openvino_contrib,openvinotoolkit,openvino_contrib,[],[]
259329,openvino-telemetry,https://github.com/openvinotoolkit/telemetry,openvinotoolkit,telemetry,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
259330,openvino-tensorflow,https://github.com/openvinotoolkit/openvino_tensorflow,openvinotoolkit,openvino_tensorflow,"[ContentFile(path=""requirements.txt"")]",[]
259332,openvino-workbench,https://github.com/openvinotoolkit/workbench_aux,openvinotoolkit,workbench_aux,[],[]
259334,openvisualizer,https://github.com/openwsn-berkeley/openwsn-fw,openwsn-berkeley,openwsn-fw,[],[]
259335,openvisus,https://github.com/sci-visus/OpenVisus,sci-visus,OpenVisus,[],[]
259336,openvisusnogui,https://github.com/sci-visus/OpenVisus,sci-visus,OpenVisus,[],[]
259338,openvk-api,https://github.com/NoPlagiarism/openvk-api,NoPlagiarism,openvk-api,[],[]
259339,openvo,https://github.com/KevinSpevak/openVO,KevinSpevak,openVO,[],[]
259340,openvpn2alidns,https://github.com/genee-projects/openvpn2alidns,genee-projects,openvpn2alidns,[],"[ContentFile(path=""setup.py"")]"
259341,openvpn2dns,https://github.com/mswart/openvpn2dns,mswart,openvpn2dns,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
259342,openvpn3-handler,https://github.com/jsbarbosa/openvpn3_handler,jsbarbosa,openvpn3_handler,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
259343,openvpn-api,https://github.com/Jamie-/openvpn-api,Jamie-,openvpn-api,[],"[ContentFile(path=""setup.py"")]"
259344,openvpn-auth-azure-ad,https://github.com/jkroepke/openvpn-auth-azure-ad,jkroepke,openvpn-auth-azure-ad,[],[]
259345,openvpn-auth-duo,https://github.com/crazy-penguins/openvpn-auth-duo,crazy-penguins,openvpn-auth-duo,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
259347,openvpn-ldap-auth,https://github.com/phihos/python-openvpn-ldap-auth,phihos,python-openvpn-ldap-auth,[],[]
259348,openvpn-manager,https://github.com/pgmillon/openvpn-manager,pgmillon,openvpn-manager,[],"[ContentFile(path=""setup.py"")]"
259349,openvpn-monitor,https://github.com/furlongm/openvpn-monitor,furlongm,openvpn-monitor,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
259352,openvpn-status,https://github.com/tonyseek/openvpn-status,tonyseek,openvpn-status,[],"[ContentFile(path=""setup.py"")]"
259353,openvpn-status-parser,https://github.com/ojarva/openvpn-status-parser,ojarva,openvpn-status-parser,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
259354,openvpn-status-parser3,https://github.com/Niecke/openvpn-status-parser,Niecke,openvpn-status-parser,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
259355,openvpn-tools,https://github.com/sandbox-pokhara/openvpn-tools,sandbox-pokhara,openvpn-tools,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
259356,openvr,https://github.com/cmbruns/pyopenvr,cmbruns,pyopenvr,[],"[ContentFile(path=""setup.py"")]"
259358,openvulnquery,https://github.com/CiscoPSIRT/openVulnAPI,CiscoPSIRT,openVulnAPI,[],[]
259360,openwakeword,https://github.com/dscripka/openWakeWord,dscripka,openWakeWord,[],"[ContentFile(path=""setup.py"")]"
259361,open-waters,https://github.com/ArmadaChain/Open_Waters,ArmadaChain,Open_Waters,[],[]
259362,openweather,https://github.com/marians/openweather,marians,openweather,[],"[ContentFile(path=""setup.py"")]"
259364,openweather-api,https://github.com/sdonk/openweather-api-client,sdonk,openweather-api-client,[],[]
259365,openweather-api-client,https://github.com/sdonk/openweather-api-client,sdonk,openweather-api-client,[],[]
259366,openweatherclass,https://github.com/bearhudson/OWAlert,bearhudson,OWAlert,[],[]
259367,openweathercli,https://github.com/cxllm/weather,cxllm,weather,[],"[ContentFile(path=""setup.py"")]"
259369,openweathermap,https://github.com/alishekari/openweathermap,alishekari,openweathermap,[],[]
259370,openweathermap-cli,https://github.com/aziezahmed/openweathermap-cli,aziezahmed,openweathermap-cli,[],"[ContentFile(path=""setup.py"")]"
259371,openweathermap-requests,https://github.com/scls19fr/openweathermap_requests,scls19fr,openweathermap_requests,"[ContentFile(path=""requirements-test.txt"")]","[ContentFile(path=""setup.py"")]"
259372,openweathermap-simplified,https://github.com/sebastiaan-lampo/openweathermap-api,sebastiaan-lampo,openweathermap-api,[],[]
259373,openweathermapy,https://github.com/crazycapivara/openweathermapy,crazycapivara,openweathermapy,[],"[ContentFile(path=""setup.py"")]"
259374,openweather-pws,https://github.com/wwakabobik/openweather_pws,wwakabobik,openweather_pws,[],[]
259375,openweatherpy,https://github.com/Ajay2810-hub/OpenweatherPy,Ajay2810-hub,OpenweatherPy,[],"[ContentFile(path=""setup.py"")]"
259376,openweather-report,https://github.com/cetyler/openweather_report,cetyler,openweather_report,[],[]
259377,openweave,https://github.com/openweave/openweave-core,openweave,openweave-core,[],[]
