Index,Project,Link,GH_Owner,GH_Name,req_files,setup_files
4,0-0-1,https://github.com/scotthuang1989/image2tfrecords,scotthuang1989,image2tfrecords,[],"[ContentFile(path=""setup.py"")]"
22,0lever-so,https://github.com/0lever/so,0lever,so,[],"[ContentFile(path=""setup.py"")]"
23,0lever-utils,https://github.com/0lever/utils,0lever,utils,"[ContentFile(path=""requirements.txt""), ContentFile(path=""requirements.txt.bck"")]","[ContentFile(path=""setup.py"")]"
30,0x01-autocert-dns-aliyun,https://github.com/Smart-Hypercube/autocert,Smart-Hypercube,autocert,[],[]
31,0x01-cubic-sdk,https://github.com/Smart-Hypercube/cubic-sdk,Smart-Hypercube,cubic-sdk,[],[]
32,0x01-letsencrypt,https://github.com/Smart-Hypercube/autocert,Smart-Hypercube,autocert,[],[]
33,0x10c-asm,https://github.com/severb/0x10c-asm,severb,0x10c-asm,[],"[ContentFile(path=""setup.py"")]"
45,0x-web3,https://github.com/ethereum/web3.py,ethereum,web3.py,"[ContentFile(path=""requirements-docs.txt"")]","[ContentFile(path=""setup.py"")]"
53,100bot,https://github.com/PeppyHare/100bot,PeppyHare,100bot,[],"[ContentFile(path=""setup.py"")]"
55,101703048-topsis,https://github.com/AkritiSehgal/101703048_topsis,AkritiSehgal,101703048_topsis,[],[]
56,101703072-handle-missing,https://github.com/anish175/101703072_handle_missing,anish175,101703072_handle_missing,[],[]
60,101703088-outlier,https://github.com/Anurag-Aggarwal/Outliers,Anurag-Aggarwal,Outliers,[],[]
62,101703105,https://github.com/arushi0830/missing,arushi0830,missing,[],[]
63,101703196-topsis,https://github.com/guneesha12/101703196_topsis,guneesha12,101703196_topsis,[],[]
64,101703214-assign1-ucs633,https://github.com/harmeet511/101703214_assign1_UCS633,harmeet511,101703214_assign1_UCS633,[],[]
74,101703373-outlier,https://github.com/vyasnikhil/Outliers-10173373,vyasnikhil,Outliers-10173373,[],"[ContentFile(path=""setup.py"")]"
76,101703375-p2,https://github.com/NishantDhanda/101703375_p2,NishantDhanda,101703375_p2,[],"[ContentFile(path=""setup.py"")]"
78,101703381-outlier,https://github.com/palkibansal31/Z_Score,palkibansal31,Z_Score,[],"[ContentFile(path=""setup.py"")]"
79,101703383-python-package2,https://github.com/pypa/sampleproject,pypa,sampleproject,[],[]
80,101703476-samiksha,https://github.com/samii9914/TOPSIS,samii9914,TOPSIS,[],[]
83,101703573-missing-pkg-suruchipundir,https://github.com/suruchipundir/missing-data,suruchipundir,missing-data,[],[]
84,101703573-outlier-pkg-suruchipundir,https://github.com/suruchipundir/outlier_detection,suruchipundir,outlier_detection,[],[]
85,101703573-topsis-pkg-suruchipundir,https://github.com/pypa/sampleproject,pypa,sampleproject,[],[]
89,101903683-kunal-topsis,https://github.com/Gargkunal02/101903683_kunal_topsis,Gargkunal02,101903683_kunal_topsis,[],"[ContentFile(path=""setup.py"")]"
97,101hello-0-0-1-redish101,https://github.com/pypa/sampleproject,pypa,sampleproject,[],[]
100,102003050-topsis,https://github.com/Inaayat12/Topsis-102003050,Inaayat12,Topsis-102003050,[],"[ContentFile(path=""setup.py"")]"
102,102003105,https://github.com/AdiK1806/Topsis-Aditya-102003105,AdiK1806,Topsis-Aditya-102003105,[],"[ContentFile(path=""setup.py"")]"
121,10daysweb,https://github.com/bace1996/10daysWeb,bace1996,10daysWeb,[],"[ContentFile(path=""setup.py"")]"
124,111752,https://github.com/adreankibe/111752,adreankibe,111752,[],[]
125,115wangpan,https://github.com/shichao-an/115wangpan,shichao-an,115wangpan,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
126,11601160,https://github.com/pypa/sampleproject,pypa,sampleproject,[],[]
129,123,https://github.com/pypa/sampleproject,pypa,sampleproject,[],[]
130,12306-booking,https://github.com/hack12306/12306-booking,hack12306,12306-booking,"[ContentFile(path=""requirements-test.txt"")]","[ContentFile(path=""setup.py"")]"
135,123tv-iptv,https://github.com/interlark/123tv-iptv,interlark,123tv-iptv,[],"[ContentFile(path=""setup.py"")]"
136,125softnlp,https://github.com/pypa/sampleproject,pypa,sampleproject,[],[]
137,12factor-configclasses,https://github.com/kingoodie/configclasses,kingoodie,configclasses,"[ContentFile(path=""requirements.txt"")]",[]
138,12factor-vault,https://github.com/jdelic/12factor-vault,jdelic,12factor-vault,[],"[ContentFile(path=""setup.py"")]"
142,1337x,https://github.com/hemantapkh/1337x,hemantapkh,1337x,[],"[ContentFile(path=""setup.py"")]"
143,153957-theme,https://github.com/153957/153957-theme,153957,153957-theme,[],"[ContentFile(path=""setup.py"")]"
144,15five-django-ajax-selects,https://github.com/crucialfelix/django-ajax-selects,crucialfelix,django-ajax-selects,"[ContentFile(path=""requirements-test.txt""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
145,15five-snowplow-tracker,https://github.com/snowplow/snowplow,snowplow,snowplow,[],[]
148,17monip,https://github.com/lxyu/17monip,lxyu,17monip,[],"[ContentFile(path=""setup.py"")]"
151,1942pyc,https://github.com/PirxcyFinal/pirxcybotv4,PirxcyFinal,pirxcybotv4,[],[]
