Index,Project,Link,GH_Owner,GH_Name,req_files,setup_files
66973,crossnumber,https://github.com/vellender/crossnumber,vellender,crossnumber,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
66974,crossplain,https://github.com/ewen-lbh/crossplain,ewen-lbh,crossplain,[],[]
66975,crossplane,https://github.com/nginxinc/crossplane,nginxinc,crossplane,[],"[ContentFile(path=""setup.py"")]"
66976,crosspm,https://github.com/devopshq/crosspm,devopshq,crosspm,"[ContentFile(path=""requirements-ci.txt""), ContentFile(path=""requirements-dev.txt""), ContentFile(path=""requirements-test.txt""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
66977,crosspm2,https://github.com/devopshq/crosspm2,devopshq,crosspm2,"[ContentFile(path=""requirements-ci.txt""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
66978,crossposter,https://github.com/Mr-Destructive/crossposter,Mr-Destructive,crossposter,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
66981,cross-profile,https://github.com/clementroussel/pyCross,clementroussel,pyCross,"[ContentFile(path=""requirements"")]",[]
66983,crossrefapi,https://github.com/fabiobatalha/crossrefapi,fabiobatalha,crossrefapi,[],"[ContentFile(path=""setup.py"")]"
66985,crossref-commons-reverse,https://github.com/CrossRef/rest-api-doc#queries,CrossRef,rest-api-doc#queries,[],[]
66989,crossroads-description,https://github.com/jeremyk6/crmodel,jeremyk6,crmodel,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
66990,crossroads-schematization,https://github.com/jmtrivial/crossroads-schematization,jmtrivial,crossroads-schematization,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
66991,crossroads-segmentation,https://github.com/jmtrivial/crossroads-segmentation,jmtrivial,crossroads-segmentation,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
66995,cross-sysroot,https://github.com/labapart/cross_sysroot,labapart,cross_sysroot,[],"[ContentFile(path=""setup.py"")]"
66996,crosstalk-correction,https://github.com/kathyxchen/crosstalk-correction,kathyxchen,crosstalk-correction,[],"[ContentFile(path=""setup.py"")]"
67000,crosstrainer,https://github.com/stanford-futuredata/crosstrainer,stanford-futuredata,crosstrainer,[],"[ContentFile(path=""setup.py"")]"
