Index,Project,Link,GH_Owner,GH_Name,req_files,setup_files
141431,generic-args,https://github.com/python-platonic/generic-args,python-platonic,generic-args,[],[]
141435,generic-celery-task,https://github.com/stefantalpalaru/generic_celery_task,stefantalpalaru,generic_celery_task,[],"[ContentFile(path=""setup.py"")]"
141438,genericclient,https://github.com/genericclient/genericclient-requests,genericclient,genericclient-requests,[],"[ContentFile(path=""setup.py"")]"
141439,genericclient-aiohttp,https://github.com/genericclient/genericclient-aiohttp,genericclient,genericclient-aiohttp,[],"[ContentFile(path=""setup.py"")]"
141440,genericclient-base,https://github.com/genericclient/genericclient-base,genericclient,genericclient-base,[],"[ContentFile(path=""setup.py"")]"
141443,generic-dataset,https://github.com/micheleantonazzi/generic-dataset,micheleantonazzi,generic-dataset,[],"[ContentFile(path=""setup.py"")]"
141444,generic-decorators,https://github.com/DamZiobro/generic-decorators,DamZiobro,generic-decorators,[],"[ContentFile(path=""setup.py"")]"
141445,generic-design-patterns,https://github.com/ShadowCodeCz/generic_design_patterns,ShadowCodeCz,generic_design_patterns,[],"[ContentFile(path=""setup.py"")]"
141446,genericdiff-topcoderkitty,https://github.com/Topcoder-Kitty-ML/cs207-FinalProject,Topcoder-Kitty-ML,cs207-FinalProject,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
141447,generic-encoders,https://github.com/mmontagna/generic-encoders,mmontagna,generic-encoders,[],"[ContentFile(path=""setup.py"")]"
141448,generic-encryptors,https://github.com/mmontagna/generic-encryptors,mmontagna,generic-encryptors,[],"[ContentFile(path=""setup.py"")]"
141453,genericf2py,https://github.com/sonofeft/GenericF2PY,sonofeft,GenericF2PY,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
141454,generic-fk,https://github.com/DeDuHaNcHiK/django-generic-fk,DeDuHaNcHiK,django-generic-fk,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
141455,genericformat,https://github.com/waylonwalker/genericformat,waylonwalker,genericformat,[],[]
141456,genericfuncs,https://github.com/AvivC/genericfuncs,AvivC,genericfuncs,[],"[ContentFile(path=""setup.py"")]"
141458,generic-iterative-stemmer,https://github.com/asaf-kali/generic-iterative-stemmer,asaf-kali,generic-iterative-stemmer,"[ContentFile(path=""requirements-dev.txt""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
141460,generic-lexer,https://github.com/Cerberus1746/generic_lexer,Cerberus1746,generic_lexer,[],[]
141461,generic-model-class,https://github.com/RuiFilipeCampos/MontyCarlo,RuiFilipeCampos,MontyCarlo,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""old_setup.py""), ContentFile(path=""setup.py"")]"
141462,generic-oauth,https://github.com/vivekseth/generic_oauth,vivekseth,generic_oauth,[],"[ContentFile(path=""setup.py"")]"
141464,generic-parser,https://github.com/pylhc/generic_parser,pylhc,generic_parser,[],"[ContentFile(path=""setup.py"")]"
141466,generic-pool,https://github.com/gfmio/generic-pool,gfmio,generic-pool,[],[]
141467,generic-proto-plus-stubs,https://github.com/saggitar/generic-proto-plus-stubs,saggitar,generic-proto-plus-stubs,[],"[ContentFile(path=""setup.py"")]"
141469,genericrawl,https://github.com/libtcod/python-tcod,libtcod,python-tcod,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
141474,generic-request-signer,https://github.com/imtapps/generic-request-signer,imtapps,generic-request-signer,"[ContentFile(path=""requirements"")]","[ContentFile(path=""setup.py"")]"
141475,generic-rest-client,https://github.com/Tpaga/generic_rest_client,Tpaga,generic_rest_client,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
141476,generics,https://github.com/proofit404/generics,proofit404,generics,"[ContentFile(path=""requirements.txt"")]",[]
141477,generic-scpi-driver,https://github.com/charlesbaynham/GenericSCPIDriver,charlesbaynham,GenericSCPIDriver,[],"[ContentFile(path=""setup.py"")]"
141482,genericsimulationlibrary,https://github.com/sebastiandres/GenericSimulationLibrary,sebastiandres,GenericSimulationLibrary,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
141485,generictemplate,https://github.com/minamorl/generic-template,minamorl,generic-template,[],"[ContentFile(path=""setup.py"")]"
141487,generic-tree,https://github.com/Generic-Tree/python-package,Generic-Tree,python-package,"[ContentFile(path=""requirements-dev.txt""), ContentFile(path=""requirements.txt"")]",[]
141488,generic-utils,https://github.com/kevinseelbach/generic_utils,kevinseelbach,generic_utils,"[ContentFile(path=""requirements.txt""), ContentFile(path=""test-requirements.txt"")]","[ContentFile(path=""setup.py"")]"
141489,generic-web-server,https://github.com/matheusphalves/generic-web-server,matheusphalves,generic-web-server,[],"[ContentFile(path=""setup.py"")]"
141490,generinator-rats,https://github.com/renatahodovan/generinator-rats,renatahodovan,generinator-rats,[],"[ContentFile(path=""setup.py"")]"
141491,generiter,https://github.com/GridPresence/GenerIter,GridPresence,GenerIter,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
141493,genernation,https://github.com/artegoser/GenerNation,artegoser,GenerNation,[],"[ContentFile(path=""setup.py"")]"
141494,generoo,https://github.com/army-of-one/generoo,army-of-one,generoo,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
141496,genescraper,https://github.com/branco-heuts/genescraper,branco-heuts,genescraper,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
141497,geneseekr,https://github.com/OLC-Bioinformatics/GeneSeekr,OLC-Bioinformatics,GeneSeekr,[],"[ContentFile(path=""setup.py"")]"
141500,genesignet,https://github.com/ncbi/GeneSigNet,ncbi,GeneSigNet,[],[]
141501,genesis,https://github.com/Otoru/Genesis#readme,Otoru,Genesis#readme,[],[]
141502,genesis2,https://github.com/Kuree/genesis2,Kuree,genesis2,[],"[ContentFile(path=""setup.py"")]"
141505,genesisclient,https://github.com/marians/genesisclient,marians,genesisclient,[],"[ContentFile(path=""setup.py"")]"
141506,genesiscreator,https://github.com/ahmedbodi/python-genesiscreator,ahmedbodi,python-genesiscreator,[],"[ContentFile(path=""setup.py"")]"
141508,genesis-pyapi,https://github.com/genialis/genesis-pyapi,genialis,genesis-pyapi,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
141511,genespeak,https://github.com/sugatoray/genespeak,sugatoray,genespeak,"[ContentFile(path=""requirements"")]","[ContentFile(path=""setup.py"")]"
141513,genessir-py,https://github.com/dolfies/discord.py-self,dolfies,discord.py-self,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
141514,genestack-client,https://github.com/genestack/python-client,genestack,python-client,[],"[ContentFile(path=""setup.py"")]"
141515,genestation,https://github.com/genestation/genestation-py,genestation,genestation-py,[],"[ContentFile(path=""setup.py"")]"
141516,genestboost,https://github.com/btcross26/genestboost,btcross26,genestboost,[],"[ContentFile(path=""setup.py"")]"
141519,genesys-notifications,https://github.com/koodaamo/genesys-notifications,koodaamo,genesys-notifications,"[ContentFile(path=""requirements.txt"")]",[]
141520,genet,https://github.com/Goosang-Yu/genet,Goosang-Yu,genet,[],"[ContentFile(path=""setup.py"")]"
141521,genetable,https://github.com/Ulises-Rosas/geneTable,Ulises-Rosas,geneTable,[],"[ContentFile(path=""setup.py"")]"
