Index,Project,Link,GH_Owner,GH_Name,req_files,setup_files
92974,django-minimal-log,https://github.com/mverleg/django_minimal_log,mverleg,django_minimal_log,[],"[ContentFile(path=""setup.py"")]"
92975,django-minimal-user,https://github.com/ionata/django-minimal-user,ionata,django-minimal-user,"[ContentFile(path=""requirements-extras-drf.txt""), ContentFile(path=""requirements-production.txt"")]","[ContentFile(path=""setup.py"")]"
92977,django-mininews,https://github.com/richardbarran/django-mininews,richardbarran,django-mininews,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
92978,django-minio,https://github.com/maddevsio/django_minio,maddevsio,django_minio,[],"[ContentFile(path=""setup.py"")]"
92979,django-minio-backend,https://github.com/theriverman/django-minio-backend,theriverman,django-minio-backend,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
92980,django-minio-storage,https://github.com/py-pa/django-minio-storage,py-pa,django-minio-storage,"[ContentFile(path=""dev-requirements.txt"")]","[ContentFile(path=""setup.py"")]"
92982,django-minio-storage-py-pa,https://github.com/py-pa/django-minio-storage,py-pa,django-minio-storage,"[ContentFile(path=""dev-requirements.txt"")]","[ContentFile(path=""setup.py"")]"
92984,django-minipg,https://github.com/nakagami/django-minipg,nakagami,django-minipg,[],"[ContentFile(path=""setup.py"")]"
92985,django-miniprogram-api,https://github.com/TinchyChing/django_miniprogram_api,TinchyChing,django_miniprogram_api,[],"[ContentFile(path=""setup.py"")]"
92986,django-minipub,https://github.com/richardbarran/django-minipub,richardbarran,django-minipub,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
92987,django-minirest,https://github.com/vahaah/django-minirest,vahaah,django-minirest,"[ContentFile(path=""requirements-test.txt""), ContentFile(path=""requirements.txt""), ContentFile(path=""requirements_dev.txt"")]","[ContentFile(path=""setup.py"")]"
92988,django-mini-system-monitor,https://github.com/dannluciano/django-mini-system-monitor,dannluciano,django-mini-system-monitor,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
92989,django-mini-ui,https://github.com/ranjithsvcetcse/django-mini,ranjithsvcetcse,django-mini,[],[]
92990,django-mini-utils,https://github.com/rensg001/django-utils,rensg001,django-utils,[],"[ContentFile(path=""setup.py"")]"
92991,django-minke,https://github.com/thomst/django-minke,thomst,django-minke,[],"[ContentFile(path=""setup.py"")]"
92993,django-mips,https://github.com/michal-stuglik/django-mips,michal-stuglik,django-mips,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
92994,django-mirage-field,https://github.com/luojilab/django-mirage-field,luojilab,django-mirage-field,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
92996,django-mirror,https://github.com/pavelsof/django-mirror,pavelsof,django-mirror,"[ContentFile(path=""requirements.in""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
92999,django-misaka,https://github.com/chiehtu/django-misaka,chiehtu,django-misaka,[],"[ContentFile(path=""setup.py"")]"
93000,django-misc,https://github.com/ilblackdragon/django-misc,ilblackdragon,django-misc,[],"[ContentFile(path=""setup.py"")]"
93003,django-misfit,https://github.com/orcasgit/django-misfit,orcasgit,django-misfit,"[ContentFile(path=""requirements"")]","[ContentFile(path=""setup.py"")]"
93004,django-missing,https://github.com/wlanslovenija/django-missing,wlanslovenija,django-missing,[],"[ContentFile(path=""setup.py"")]"
93005,django-mississippi,https://github.com/sethlivingston/django-mississippi,sethlivingston,django-mississippi,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
93006,django-mistune,https://github.com/leminaw/django-mistune#readme,leminaw,django-mistune#readme,[],[]
93008,djangomix,https://github.com/m-a-k-o/django-mix,m-a-k-o,django-mix,[],"[ContentFile(path=""setup.py"")]"
93010,djangomixin,https://github.com/njnafir/djangomixin,njnafir,djangomixin,[],"[ContentFile(path=""setup.py"")]"
93011,django-mixin,https://github.com/null-none/django-mixin,null-none,django-mixin,"[ContentFile(path=""requirements-docs.txt""), ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
93012,django-mixins,https://github.com/flashingpumpkin/django-mixins,flashingpumpkin,django-mixins,[],"[ContentFile(path=""setup.py"")]"
93014,django-mixinvideos,https://github.com/edussilva/django-mixinvideos,edussilva,django-mixinvideos,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
93016,django-mjml,https://github.com/liminspace/django-mjml,liminspace,django-mjml,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
93017,django-mkadmin,https://github.com/matthiask/django-mkadmin,matthiask,django-mkadmin,[],"[ContentFile(path=""setup.py"")]"
93020,django-mksuperuser,https://github.com/inirudebwoy/django-mksuperuser,inirudebwoy,django-mksuperuser,"[ContentFile(path=""requirements-dev.txt"")]","[ContentFile(path=""setup.py"")]"
93021,django-mlcommenting,https://github.com/domlysi/django-mlcommenting,domlysi,django-mlcommenting,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
93022,django-mljson,https://github.com/superisaac/django-mljson-serializer,superisaac,django-mljson-serializer,[],"[ContentFile(path=""setup.py"")]"
93024,django-mmc,https://github.com/LPgenerator/django-mmc,LPgenerator,django-mmc,"[ContentFile(path=""requirements"")]","[ContentFile(path=""setup.py"")]"
93026,django-moat,https://github.com/amrox/django-moat#egg=django-moat<,amrox,django-moat#egg=django-moat<,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
93029,django-mobiclicks,https://github.com/praekelt/django-mobiclicks,praekelt,django-mobiclicks,[],"[ContentFile(path=""setup.py"")]"
93030,django-mobile,https://github.com/gregmuellegger/django-mobile,gregmuellegger,django-mobile,"[ContentFile(path=""requirements"")]","[ContentFile(path=""setup.py"")]"
93031,django-mobile2,https://github.com/gregmuellegger/django-mobile,gregmuellegger,django-mobile,"[ContentFile(path=""requirements"")]","[ContentFile(path=""setup.py"")]"
93033,django-mobile-app-distribution,https://github.com/Proper-Job/django-mobile-app-distribution,Proper-Job,django-mobile-app-distribution,[],"[ContentFile(path=""setup.py"")]"
93034,django-mobile-app-version,https://github.com/javadnikbakht/django_mobile_app_version,javadnikbakht,django_mobile_app_version,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
93035,django-mobile-auth,https://github.com/ricardosasilva/django_mobile_auth,ricardosasilva,django_mobile_auth,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
93037,django-mobile-detect,https://github.com/Botir/Django-Mobile-Detector,Botir,Django-Mobile-Detector,[],"[ContentFile(path=""setup.py"")]"
93038,django-mobile-detector,https://github.com/madisona/django-mobile-detector,madisona,django-mobile-detector,[],"[ContentFile(path=""setup.py"")]"
93039,django-mobileesp,https://github.com/laginha/django-mobileesp,laginha,django-mobileesp,[],"[ContentFile(path=""setup.py"")]"
93041,django-mobile-platform,https://github.com/gregmuellegger/django-mobile,gregmuellegger,django-mobile,"[ContentFile(path=""requirements"")]","[ContentFile(path=""setup.py"")]"
93042,django-mobile-redirect,https://github.com/ryanbagwell/django-mobile-redirect,ryanbagwell,django-mobile-redirect,[],"[ContentFile(path=""setup.py"")]"
93043,django-mobile-template,https://github.com/linevich/django-mobile-template,linevich,django-mobile-template,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
93044,django-mobile-threadsafe,https://github.com/demidov91/django-mobile,demidov91,django-mobile,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
93047,django-mobile-views,https://github.com/madisona/django-mobile-views,madisona,django-mobile-views,[],"[ContentFile(path=""setup.py"")]"
93048,django-mobile-withstatic,https://github.com/gregmuellegger/django-mobile,gregmuellegger,django-mobile,"[ContentFile(path=""requirements"")]","[ContentFile(path=""setup.py"")]"
93049,django-mobility,https://github.com/jbalogh/django-mobility,jbalogh,django-mobility,[],"[ContentFile(path=""setup.py"")]"
93052,django-mobler,https://github.com/dmpayton/django-mobler,dmpayton,django-mobler,[],"[ContentFile(path=""setup.py"")]"
93053,djangomockingbird,https://github.com/larsvonschaff/Django-mockingbird,larsvonschaff,Django-mockingbird,[],[]
93054,django-mock-queries,https://github.com/stphivos/django-mock-queries,stphivos,django-mock-queries,"[ContentFile(path=""requirements"")]","[ContentFile(path=""setup.py"")]"
93056,django-mock-rest,https://github.com/mverleg/django_mock_rest,mverleg,django_mock_rest,[],"[ContentFile(path=""setup.py"")]"
93057,django-mockups,https://github.com/sorl/django-mockups,sorl,django-mockups,[],"[ContentFile(path=""setup.py"")]"
93058,django-mockups-ng,https://github.com/sorl/django-mockups,sorl,django-mockups,[],"[ContentFile(path=""setup.py"")]"
93059,django-modal-2fa,https://github.com/jonesim/django-2fa,jonesim,django-2fa,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
93060,django-modal-forms,https://github.com/rickjordan/django-modal-forms,rickjordan,django-modal-forms,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
93061,django-modals,https://github.com/elapouya/django-modals,elapouya,django-modals,[],"[ContentFile(path=""setup.py"")]"
93062,django-modalview,https://github.com/optiflows/django-modalview,optiflows,django-modalview,[],"[ContentFile(path=""setup.py"")]"
93063,django-model2puml,https://github.com/sen-den/django-model2puml,sen-den,django-model2puml,[],"[ContentFile(path=""setup.py"")]"
93064,django-modelables,https://github.com/fenikso/django-modelables,fenikso,django-modelables,[],[]
