Index,Project,Link,GH_Owner,GH_Name,req_files,setup_files
31484,better-verilog,https://github.com/avakar/better_verilog,avakar,better_verilog,[],"[ContentFile(path=""setup.py"")]"
31485,betterwinreg,https://github.com/thefumbduck/betterwinreg,thefumbduck,betterwinreg,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
31486,betterx,https://github.com/mentix02/betterx,mentix02,betterx,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
31487,betting,https://github.com/decisionmechanics/betting,decisionmechanics,betting,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
31489,betty,https://github.com/bartfeenstra/betty,bartfeenstra,betty,[],"[ContentFile(path=""setup.py"")]"
31490,betty-cropper,https://github.com/theonion/betty-cropper,theonion,betty-cropper,"[ContentFile(path=""requirements"")]","[ContentFile(path=""setup.py"")]"
31491,betty-ml,https://github.com/leopard-ai/betty,leopard-ai,betty,"[ContentFile(path=""requirements"")]","[ContentFile(path=""setup.py"")]"
31493,betwatch,https://github.com/betwatch/betwatch-sdk-python#readme,betwatch,betwatch-sdk-python#readme,[],[]
31494,between,https://github.com/carpedm20/between,carpedm20,between,[],"[ContentFile(path=""setup.py"")]"
31495,betwixt,https://github.com/riccardomurri/betwixt,riccardomurri,betwixt,[],"[ContentFile(path=""setup.py"")]"
31496,beu,https://github.com/kenjyco/beu,kenjyco,beu,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
31497,beunique,https://github.com/Dara-Ekanth/todo_custom_package,Dara-Ekanth,todo_custom_package,[],"[ContentFile(path=""setup.py"")]"
31498,bev,https://github.com/neuro-ml/bev,neuro-ml,bev,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
31499,beval,https://github.com/hyw208/beval,hyw208,beval,[],"[ContentFile(path=""setup.py"")]"
31502,bevpo,https://github.com/ArsamAryandoust/bevpo,ArsamAryandoust,bevpo,"[ContentFile(path=""requirements.txt"")]","[ContentFile(path=""setup.py"")]"
31503,bev-toolbox,https://github.com/OpenPerceptionX/BEVPerception-Survey-Recipe,OpenPerceptionX,BEVPerception-Survey-Recipe,[],"[ContentFile(path=""setup.py"")]"
